PRT_ID,AREA,INT_SQFT,DATE_SALE,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,DATE_BUILD,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,REG_FEE,COMMIS,SALES_PRICE
P08589,Chrompet,1022,28-10-2007,170,1.0,1.0,3,AdjLand,Yes,01-11-1990,Commercial,NoSewr ,No Access,RM,2.8,4.5,3.8,,338504,81241,13540150
P08292,KK Nagar,2242,26-02-2008,104,4.0,2.0,6,AbNormal,Yes,02-03-1988,Others,NoSewr ,Gravel,RH,4.6,2.8,2.1,3.06,461363,294760,12815640
P05825,Chrompet,1009,16-12-2009,128,1.0,1.0,3,AdjLand,Yes,22-12-1985,Commercial,AllPub,Paved,RL,2.7,4.2,2.5,3.24,414241,146989,13362600
P07946,Chrompet,942,14-06-2008,74,1.0,1.0,3,Normal Sale,No,21-06-1982,Others,ELO,Paved,RH,2.8,3.7,3.4,3.34,234578,98372,7567040
P00653,Chrompet,709,07-11-2013,48,1.0,1.0,2,Normal Sale,No,11-11-1998,House,NoSewr ,Paved,RM,3.2,4.3,3.0,3.58,237970,122823,7676450
P02901,Karapakkam,1519,02-07-2011,24,2.0,2.0,4,Partial,Yes,08-07-1987,Commercial,NoSewr ,No Access,RL,4.7,5.0,3.2,4.19,544320,145152,12096000
P04312,Adyar,1015,24-09-2010,14,1.0,1.0,3,Partial,No,27-09-1998,House,AllPub,No Access,RL,3.7,2.7,2.6,2.95,269276,39599,7919880
P07370,Chrompet,1045,06-12-2008,172,1.0,1.0,3,Partial,Yes,14-12-1976,House,AllPub,Gravel,RL,4.3,3.6,2.9,3.6,312840,151680,9480000
P07642,Adyar,878,13-09-2008,105,1.0,1.0,3,AdjLand,Yes,17-09-1995,Commercial,NoSewr ,No Access,I,4.7,2.0,2.1,2.86,446404,11160,11160095
P00829,Chrompet,783,27-06-2013,188,1.0,1.0,2,Partial,Yes,30-06-2000,Others,AllPub,Gravel,RL,4.2,2.1,4.6,3.48,284129,91655,9165460
P06979,Chrompet,1062,01-04-2009,117,1.0,1.0,3,Partial,Yes,09-04-1979,Others,ELO,Paved,RH,4.9,2.8,4.8,4.03,246944,97014,8819440
P01043,T Nagar,1795,30-01-2013,51,1.0,1.0,4,Family,No,08-02-1980,Others,AllPub,Paved,RM,3.1,2.8,4.4,3.61,359336,221130,13820610
P04821,Karapakkam,1059,25-06-2010,110,1.0,1.0,3,Normal Sale,Yes,03-07-1977,House,AllPub,Paved,RL,3.9,3.7,4.9,4.24,306121,188382,7849250
P04201,Velachery,1829,18-10-2010,118,3.0,2.0,5,Family,No,26-10-1976,Commercial,AllPub,No Access,C,4.0,2.9,2.8,3.15,498211,140521,12774630
P05214,KK Nagar,1941,10-04-2010,174,3.0,2.0,5,AbNormal,No,12-04-2003,Others,NoSeWa,Gravel,RM,2.0,3.4,2.9,2.78,361355,264994,12045160
P01802,Chrompet,1183,06-02-2012,105,1.0,1.0,3,Normal Sale,Yes,13-02-1982,Others,NoSeWa,Paved,RH,3.7,4.0,2.8,3.55,269562,96272,9627210
P07317,Velachery,1680,21-12-2008,24,2.0,1.0,4,Family,Yes,23-12-2001,House,ELO,No Access,A,3.3,4.4,2.5,3.56,259637,59346,7418190
P03607,Karapakkam,616,17-02-2011,84,1.0,1.0,2,AbNormal,No,24-02-1981,Commercial,ELO,Gravel,RH,3.9,2.0,4.9,3.73,231387,74861,6805500
P01785,Chrompet,1227,09-02-2012,151,2.0,1.0,4,Partial,Yes,10-02-2007,House,NoSewr ,Paved,RM,3.8,3.2,4.8,3.86,269684,53937,10787350
P04938,Chrompet,863,31-05-2010,113,1.0,1.0,3,Family,No,09-06-1973,House,AllPub,Gravel,RL,5.0,2.3,2.7,3.23,242226,125020,7813750
P03789,Chrompet,1050,10-01-2011,14,1.0,1.0,3,AdjLand,Yes,15-01-1991,Others,NoSewr ,Gravel,RM,2.2,2.2,3.4,2.56,304687,90278,11284700
P09904,Velachery,1911,07-11-2004,162,3.0,2.0,5,Family,No,21-11-1951,Commercial,NoSeWa,Gravel,RL,2.0,4.9,2.2,3.37,467076,249107,15569210
P09574,Velachery,1743,21-09-2006,110,2.0,1.0,4,AdjLand,No,28-09-1979,Others,AllPub,Paved,I,4.9,4.7,2.9,4.21,356643,134946,9638990
P09603,Velachery,1712,27-07-2006,182,2.0,1.0,4,AbNormal,Yes,07-08-1961,House,NoSeWa,No Access,I,3.7,3.3,4.6,3.79,309236,65102,8137800
P01179,Chrompet,722,10-11-2012,142,1.0,1.0,2,Family,No,19-11-1978,Others,AllPub,Paved,RH,2.3,2.1,4.5,2.88,168850,32471,6494240
P08572,Chrompet,1150,03-11-2007,195,1.0,1.0,3,AbNormal,No,06-11-1992,Others,NoSewr ,Paved,RH,4.9,3.9,3.0,3.93,275365,97710,8882750
P05401,Chrompet,827,03-03-2010,27,1.0,1.0,3,AbNormal,Yes,04-03-2006,Others,AllPub,Paved,RM,3.3,2.1,2.3,2.52,246975,118548,9878990
P02843,Anna Nagar,1574,15-07-2011,78,1.0,1.0,4,Partial,No,22-07-1980,House,ELO,Gravel,RL,2.5,2.8,2.0,2.375,363121,77026,11003670
P08854,Velachery,1863,24-07-2007,140,3.0,2.0,5,AdjLand,No,06-08-1954,House,NoSewr ,Paved,A,3.2,4.2,2.5,3.44,291660,104698,7478460
P08353,Anna Nagar,1742,04-02-2008,9,1.0,1.0,4,AdjLand,Yes,14-02-1967,Commercial,NoSewr ,Paved,RM,4.3,4.9,2.5,3.73,755385,188846,20982920
P05077,Adyar,779,04-05-2010,176,1.0,1.0,2,Partial,No,11-05-1981,Commercial,ELO,Paved,I,3.8,4.9,3.2,3.72,318691,79673,8852535
P02115,Adyar,1151,08-12-2011,104,1.0,1.0,3,AdjLand,Yes,15-12-1982,Others,ELO,Gravel,RL,2.8,3.0,2.4,2.64,362795,45349,11337335
P03932,Karapakkam,1000,10-12-2010,171,1.0,1.0,3,AdjLand,No,19-12-1973,Other,NoSewr ,Paved,RH,2.2,4.8,2.4,3.06,213238,71079,6461750
P02750,Karapakkam,1078,05-08-2011,90,1.0,1.0,3,AbNormal,No,08-08-1998,Others,AllPub,Paved,RL,3.0,2.3,2.1,2.43,275835,111825,7455000
P02543,Karapakkam,1502,13-09-2011,98,2.0,2.0,4,Normal Sale,No,14-09-2004,House,NoSewr ,No Access,RM,2.2,2.2,2.4,2.28,361471,147875,8215250
P08357,Velachery,1792,01-02-2008,163,2.0,1.0,4,AbNormal,Yes,12-02-1963,Commercial,ELO,Gravel,RH,4.5,3.2,2.6,3.35,553351,261304,15370850
P05496,KK Nagar,2424,14-02-2010,156,4.0,2.0,6,Normal Sale,Yes,19-02-1991,Commercial,NoSewr ,Paved,RH,3.7,4.8,3.2,3.83,582700,469920,18796780
P07399,KK Nagar,1740,25-11-2008,100,2.0,1.0,4,AdjLand,No,30-11-1988,House,AllPub,Gravel,RH,2.6,2.4,3.9,3.06,291792,155622,9726400
P02436,Velachery,1738,05-10-2011,30,2.0,1.0,4,Normal Sale,Yes,13-10-1979,Commercial,NoSeWa,No Access,RH,2.9,2.2,3.0,2.62,452873,183980,14152290
P00095,Chrompet,741,16-12-2014,32,1.0,1.0,2,AbNormal,No,24-12-1982,Commercial,ELO,No Access,RH,3.0,5.0,2.0,3.5,264275,41293,8258600
P05573,Adyar,734,01-02-2010,134,1.0,1.0,2,Family,No,08-02-1984,Others,ELO,Gravel,A,4.9,4.0,4.2,4.37,199803,27750,5550090
P05543,Adyar,645,06-02-2010,19,1.0,1.0,2,Normal Sale,Yes,09-02-1998,Commercial,NoSeWa,Paved,C,4.4,2.7,2.5,3.11,307772,61554,8793480
P07102,Chrompet,834,25-02-2009,10,1.0,1.0,3,AbNormal,No,02-03-1988,Others,NoSeWa,No Access,RL,2.9,2.4,2.0,2.43,192762,114229,7139330
P06571,Karapakkam,1626,22-07-2009,73,2.0,2.0,4,Partial,Yes,28-07-1984,Others,ELO,No Access,RM,3.5,3.7,2.6,3.2,322269,142178,9478500
P09650,Velachery,1755,28-04-2006,16,2.0,1.0,4,AdjLand,Yes,03-05-1987,Others,AllPub,Gravel,A,4.8,4.5,4.5,4.58,306671,173780,10222380
P01695,T Nagar,1736,25-02-2012,60,1.0,1.0,4,Partial,Yes,27-02-2002,Others,AllPub,Paved,RL,2.2,2.4,3.0,2.61,365487,182743,14057180
P09508,Adyar,659,31-10-2006,110,1.0,1.0,2,Family,Yes,06-11-1981,House,AllPub,Gravel,RH,4.7,3.0,3.6,3.81,270163,7946,7945975
P01430,T Nagar,1674,11-05-2012,22,1.0,1.0,4,Partial,Yes,20-05-1978,House,AllPub,Gravel,RM,2.4,2.7,3.2,2.835,495701,147371,13397330
P02792,Adyar,1028,26-07-2011,158,1.0,1.0,3,Family,Yes,29-07-1999,Commercial,NoSewr ,Paved,A,2.7,4.4,3.7,3.54,351378,113348,11334780
P02892,Chrompet,796,04-07-2011,191,1.0,1.0,2,AdjLand,Yes,13-07-1972,Commercial,ELO,Gravel,RL,4.5,3.0,2.4,3.27,289451,104202,11578050
P06315,Chrompet,1079,15-09-2009,105,1.0,1.0,3,AbNormal,No,17-09-2002,Commercial,NoSewr ,Paved,RM,4.7,5.0,2.2,4.07,363087,67238,13447650
P06036,Adyar,632,05-11-2009,50,1.0,1.0,2,AbNormal,Yes,10-11-1989,Others,NoSeWa,Paved,RM,2.2,2.2,4.6,3.4,266985,124593,8899500
P07575,Anna Nagar,1538,29-09-2008,94,1.0,1.0,4,AbNormal,No,09-10-1971,House,NoSewr ,No Access,RH,2.7,3.7,3.0,3.07,287791,163082,9593040
P06971,Adyar,1229,02-04-2009,85,2.0,2.0,4,AbNormal,Yes,07-04-1990,Others,NoSewr ,Gravel,RH,3.8,3.5,4.4,4.04,385083,56630,11325985
P09930,Velachery,1661,30-08-2004,116,2.0,1.0,4,AdjLand,Yes,12-09-1953,Commercial,ELO,Paved,A,2.6,2.9,4.0,3.16,490428,100601,12575070
P05862,Adyar,1143,08-12-2009,101,1.0,1.0,3,Normal Sale,No,15-12-1982,Commercial,NoSeWa,Paved,RM,3.3,2.3,4.2,3.55,566504,84976,14162605
P09296,Velachery,1948,27-01-2007,194,3.0,2.0,5,AdjLand,No,06-02-1968,Others,AllPub,Paved,RH,3.7,4.4,3.2,3.87,387559,183014,10765530
P05017,Anna Nagar,1509,17-05-2010,96,1.0,1.0,4,AbNormal,Yes,22-05-1990,Others,ELO,Gravel,RM,4.8,3.6,2.9,3.74,517455,83912,13985270
P03628,Karapakkam,614,11-02-2011,66,1.0,1.0,2,Normal Sale,No,16-02-1989,House,ELO,Paved,RH,3.1,4.9,3.1,3.64,175590,48775,4877500
P09651,Velachery,1941,28-04-2006,138,3.0,2.0,5,AbNormal,No,04-05-1981,Others,AllPub,Gravel,RH,3.8,2.2,2.1,2.57,352469,110147,11014650
P08396,Velachery,1503,14-01-2008,110,2.0,1.0,4,Family,No,16-01-2000,House,NoSeWa,No Access,A,4.1,4.1,3.5,3.92,214825,65641,5967360
P04575,Velachery,1545,06-08-2010,68,2.0,1.0,4,AbNormal,No,07-08-2004,Others,NoSeWa,Gravel,C,2.5,3.3,4.9,3.58,275973,155235,8624170
P07260,Anna Nagar,2000,05-01-2009,124,2.0,1.0,5,AbNormal,No,11-01-1986,Commercial,NoSeWa,Gravel,RH,4.1,2.1,3.9,3.52,597426,128020,21336660
P09119,Velachery,1840,02-04-2007,8,3.0,2.0,5,Normal Sale,No,04-04-1999,Others,NoSeWa,No Access,C,4.8,3.0,2.6,3.33,334092,154196,8566460
P05190,Karapakkam,1042,12-04-2010,27,1.0,1.0,3,Family,No,13-04-2005,Others,NoSeWa,Gravel,C,3.6,3.2,2.3,2.96,281930,143964,5998500
P01712,Chrompet,1262,22-02-2012,107,2.0,1.0,4,AbNormal,No,03-03-1974,Commercial,AllPub,Paved,RH,3.5,4.3,2.8,3.61,422870,132147,13214700
P00580,Chrompet,934,23-12-2013,24,1.0,1.0,3,Family,No,29-12-1991,Others,NoSeWa,Gravel,RL,4.3,4.8,3.3,4.2,245019,96257,8750680
P02974,KK Nagar,1567,21-06-2011,199,2.0,1.0,4,Partial,No,24-06-1999,Others,NoSeWa,Gravel,RM,2.2,2.5,4.5,3.21,353225,145446,10388980
P01803,KK Nagar,1307,06-02-2012,104,1.0,1.0,3,Normal Sale,No,09-02-1998,Commercial,NoSeWa,Paved,RM,5.0,3.2,3.9,4.02,546281,223479,12415480
P04213,Karapakkam,1289,15-10-2010,109,1.0,1.0,3,AbNormal,No,17-10-2003,Others,ELO,No Access,RL,4.9,3.9,4.2,4.32,223804,89522,7460125
P06899,Chrompet,937,24-04-2009,145,1.0,1.0,3,Family,Yes,30-04-1984,House,AllPub,Paved,RH,4.2,4.6,2.0,3.7,214395,123689,8245950
P08339,Chrompet,1028,08-02-2008,54,1.0,1.0,3,Partial,No,13-02-1985,Commercial,NoSewr ,Paved,RH,4.7,2.8,2.0,3.13,324975,145679,11206050
P00812,Chrompet,1243,07-07-2013,164,2.0,1.0,4,Family,Yes,09-07-2004,Commercial,NoSewr ,Gravel,RL,2.7,3.5,4.1,3.44,433864,108466,15495150
P01774,Adyar,1255,10-02-2012,191,2.0,2.0,4,Family,No,12-02-2001,House,ELO,Paved,RM,2.5,3.4,2.2,2.53,322706,60507,10084565
P04066,T Nagar,1990,15-11-2010,18,2.0,1.0,5,AbNormal,No,26-11-1966,Others,ELO,Gravel,RH,4.4,2.0,3.7,3.485,523827,220559,13784930
P01321,T Nagar,1660,10-08-2012,134,1.0,1.0,4,AbNormal,No,14-08-1996,Others,AllPub,Paved,RM,3.5,2.0,3.0,2.9,394490,231253,13603120
P04091,Adyar,781,10-11-2010,164,1.0,1.0,2,AdjLand,No,13-11-1998,Commercial,NoSewr ,Gravel,RH,3.1,4.8,3.5,3.64,435153,156209,11157780
P07879,T Nagar,1902,06-07-2008,21,2.0,1.0,5,Normal Sale,Yes,13-07-1980,Others,NoSewr ,No Access,RH,4.5,2.2,3.6,3.52,427193,124024,13780420
P09061,Adyar,783,24-04-2007,149,1.0,1.0,2,AdjLand,Yes,03-05-1969,Others,NoSewr ,No Access,RL,4.2,2.9,3.9,3.79,332985,110995,8538070
P04808,Karapakkam,645,27-06-2010,38,1.0,1.0,2,Family,No,05-07-1976,Commercial,NoSewr ,Gravel,RL,2.0,4.3,4.1,3.53,348473,113633,7575500
P07709,KK Nagar,2403,28-08-2008,20,4.0,2.0,6,Partial,No,04-09-1981,House,NoSeWa,Paved,RM,3.9,4.1,2.3,3.32,529825,276431,11517940
P02198,Adyar,1222,17-11-2011,27,2.0,2.0,4,AdjLand,Yes,25-11-1977,House,ELO,Paved,RH,4.1,3.0,2.4,3.03,315335,29563,9854210
P08412,Chrompet,723,10-01-2008,129,1.0,1.0,2,Normal Sale,Yes,11-01-2001,House,ELO,Paved,RM,4.1,4.9,2.2,3.85,261770,130885,8725650
P05486,Anna Nagar,1650,16-02-2010,22,1.0,1.0,4,AbNormal,No,23-02-1981,Commercial,NoSewr ,No Access,RH,3.6,2.3,2.4,2.795,547681,239610,17115030
P06677,T Nagar,1781,28-06-2009,142,1.0,1.0,4,AdjLand,No,01-07-1999,Commercial,NoSewr ,Paved,RL,4.8,4.7,5.0,4.865,800231,328300,20518750
P07091,T Nagar,1913,28-02-2009,113,2.0,1.0,5,Partial,Yes,11-03-1967,Commercial,AllPub,Paved,RH,3.9,3.6,2.9,3.375,703912,269143,20703290
P08312,Adyar,1080,17-02-2008,171,1.0,1.0,3,Partial,Yes,18-02-2001,Others,NoSewr ,Paved,RL,4.3,4.6,3.5,3.96,326939,63278,10546405
P09932,Velachery,1842,27-08-2004,56,3.0,2.0,5,Family,Yes,31-08-1990,Commercial,NoSeWa,Gravel,RH,3.8,2.1,4.1,3.13,619173,325881,16294030
P07320,Anna Nagar,1623,21-12-2008,183,1.0,1.0,4,AdjLand,Yes,29-12-1979,House,AllPub,No Access,RM,4.2,3.1,4.0,3.845,323228,116362,12929130
P09237,T Nagar,1882,16-02-2007,180,2.0,1.0,5,Family,No,20-02-1991,House,AllPub,No Access,RL,2.6,2.6,4.3,3.365,318133,85651,12235870
P00694,Anna Nagar,1545,12-10-2013,45,1.0,1.0,4,AdjLand,Yes,18-10-1991,Commercial,NoSewr ,No Access,RM,3.4,4.2,2.4,3.2,570913,247396,19030440
P04399,Karapakkam,607,08-09-2010,121,1.0,1.0,2,Normal Sale,No,19-09-1964,Other,NoSeWa,Gravel,RL,4.2,4.9,2.2,3.61,175699,117133,5856625
P02249,Adyar,923,06-11-2011,9,1.0,1.0,3,AbNormal,No,14-11-1977,Commercial,ELO,No Access,C,4.5,2.2,2.4,2.99,269544,125787,8984810
P02776,Karapakkam,633,30-07-2011,10,1.0,1.0,2,Normal Sale,No,11-08-1963,Commercial,NoSewr ,No Access,RH,4.0,2.9,4.8,3.99,248512,118608,5648000
P10023,Velachery,1860,01-02-2004,57,3.0,2.0,5,Partial,Yes,02-02-1997,Commercial,NoSewr ,Gravel,A,2.6,4.3,3.7,3.7,459748,133475,14830590
P00139,Anna Nagar,1767,13-11-2014,181,1.0,1.0,4,AdjLand,No,23-11-1973,Commercial,NoSewr ,No Access,RH,3.6,5.0,4.4,4.27,496863,147219,18402320
P08764,Adyar,1274,29-08-2007,166,2.0,2.0,4,Partial,No,31-08-1997,Others,AllPub,No Access,RH,3.5,3.5,4.2,3.85,298722,130691,9335050
P05919,Velachery,1503,30-11-2009,58,2.0,1.0,4,AbNormal,No,13-12-1958,Commercial,ELO,No Access,I,3.4,2.3,4.0,3.09,333850,161541,10769370
P03421,Velachery,1945,30-03-2011,63,3.0,2.0,5,Family,Yes,03-04-1995,House,ELO,Gravel,RH,2.3,3.5,2.7,2.96,416553,153467,10961920
P05314,Velachery,1545,19-03-2010,70,2.0,1.0,4,Family,No,24-03-1991,Others,ELO,Paved,I,2.1,4.9,3.6,3.81,332349,166175,8308730
P01220,Anna Nagar,1822,18-10-2012,122,2.0,1.0,5,Adj Land,Yes,27-10-1976,House,NoSewr ,Gravel,RM,3.4,4.0,4.3,3.91,382908,147272,14727220
P01482,Chrompet,732,05-04-2012,54,1.0,1.0,2,AdjLand,No,12-04-1985,Others,ELO,Paved,RH,3.5,3.6,4.0,3.69,199325,82479,6873290
P05246,Karapakkam,1055,03-04-2010,174,1.0,1.0,3,AdjLand,Yes,15-04-1962,Others,NoSeWa,Gravel,I,3.7,2.3,4.8,3.72,226769,117042,7315125
P01112,Anna Nagar,1890,16-12-2012,101,2.0,1.0,5,AbNormal,No,21-12-1995,House,NoSeWa,No Access,RH,2.3,4.9,4.1,3.67,310636,195586,11505040
P00826,Chrompet,901,29-06-2013,174,1.0,1.0,3,Normal Sale,No,06-07-1984,House,NoSewr ,Gravel,RM,2.8,2.7,4.0,3.12,217614,121864,8704550
P05358,T Nagar,1910,11-03-2010,73,2.0,1.0,5,AbNormal,Yes,21-03-1969,Others,AllPub,Gravel,RL,3.3,5.0,3.0,3.59,615881,138573,15397020
P05691,Adyar,1300,11-01-2010,77,2.0,2.0,4,Normal Sale,No,20-01-1975,House,NoSewr ,Paved,RH,3.6,3.3,3.1,3.29,333885,135359,9023925
P02237,KK Nagar,1400,09-11-2011,143,2.0,1.0,4,Normal Sale,No,12-11-1997,Others,AllPub,Gravel,RH,2.2,2.2,4.4,3.08,375161,100653,9150280
P07677,KK Nagar,1784,05-09-2008,162,3.0,2.0,5,Partial,Yes,07-09-2001,Commercial,AllPub,Paved,RL,3.1,2.1,4.5,3.36,549099,125508,15688540
P06103,Adyar,987,23-10-2009,95,1.0,1.0,3,AdjLand,Yes,27-10-1994,House,ELO,Paved,RH,3.8,2.8,3.6,3.5,368029,92007,9200725
P03866,Karapakkam,1169,26-12-2010,136,1.0,1.0,3,AbNormal,No,05-01-1971,Commercial,NoSeWa,Paved,A,4.8,2.6,3.9,3.78,316932,115248,7203000
P09697,Velachery,1906,05-02-2006,90,3.0,2.0,5,Family,No,13-02-1973,Others,NoSeWa,Paved,I,2.3,3.4,3.6,3.19,300439,187774,9388710
P06123,Chrompet,886,18-10-2009,184,1.0,1.0,3,Partial,No,25-10-1981,Others,ELO,Paved,RH,2.9,2.7,2.6,2.73,229575,34784,6956820
P05805,Karapakkam,694,19-12-2009,3,1.0,1.0,2,Partial,Yes,30-12-1965,House,NoSewr ,No Access,C,4.8,3.3,2.8,3.55,190350,57105,3807000
P05765,Chrompet,1091,26-12-2009,144,1.0,1.0,3,Partial,No,01-01-1987,Others,AllPub,No Access,RH,2.6,4.7,2.2,3.32,192448,107771,7697920
P03790,Anna Nagar,1955,10-01-2011,152,2.0,1.0,5,Family,Yes,20-01-1971,Others,NoSeWa,Gravel,RH,4.9,3.4,4.7,4.445,584336,116867,14608400
P09751,Velachery,1519,18-09-2005,2,2.0,1.0,4,Partial,Yes,29-09-1960,Commercial,NoSewr ,Paved,RH,2.7,2.6,2.3,2.54,456776,104406,13050750
P01426,Chrompet,898,12-05-2012,87,1.0,1.0,3,Family,Yes,14-05-2006,Others,ELO,Gravel,RM,3.0,3.1,4.6,3.52,321574,103734,10373360
P07827,Anna Nagar,1700,21-07-2008,111,1.0,1.0,4,Normal Sale,Yes,30-07-1974,Others,AllPub,No Access,RH,2.7,2.2,4.0,3.095,351572,138117,12556130
P03792,KK Nagar,1896,10-01-2011,182,3.0,2.0,5,Partial,No,13-01-1997,Others,NoSeWa,Paved,RL,3.2,3.3,4.3,,460302,230151,10461400
P06231,Karapakkam,1669,01-10-2009,17,2.0,2.0,4,Family,Yes,11-10-1969,Commercial,NoSeWa,Paved,RH,3.4,2.1,2.6,2.69,410256,99456,12432000
P01801,Adyar,940,06-02-2012,60,1.0,1.0,3,Family,Yes,09-02-1999,House,AllPub,No Access,RL,4.3,4.9,3.2,3.87,292749,17742,8871195
P01593,Anna Nagar,1943,13-03-2012,171,2.0,1.0,5,AbNormal,Yes,22-03-1979,Commercial,ELO,Gravel,RM,3.9,2.4,2.1,2.805,706131,318898,22778410
P08418,T Nagar,1919,09-01-2008,185,2.0,1.0,5,Normal Sale,No,15-01-1984,Commercial,ELO,Gravel,RM,4.0,3.6,4.6,4.17,572722,176222,22027780
P01824,Chrompet,1073,01-02-2012,77,1.0,1.0,3,Family,Yes,02-02-2007,Others,NoSeWa,Paved,RH,4.5,3.5,3.8,3.89,304716,47612,9522360
P04520,Karapakkam,1152,14-08-2010,78,1.0,1.0,3,Normal Sale,Yes,24-08-1968,House,ELO,No Access,RH,2.3,4.2,3.8,3.47,291663,152172,6340500
P02932,Chrompet,859,27-06-2011,145,1.0,1.0,3,Family,Yes,02-07-1990,Commercial,NoSewr ,Gravel,RL,3.3,2.5,2.8,2.83,402493,134164,12196750
P02248,Karapakkam,676,06-11-2011,156,1.0,1.0,2,Family,No,13-11-1982,Others,ELO,Gravel,A,3.8,2.9,2.2,2.89,153391,63601,3741250
P07512,T Nagar,1790,17-10-2008,82,1.0,1.0,4,AbNormal,Yes,23-10-1987,Others,NoSeWa,Paved,RL,3.6,2.4,2.2,2.67,370287,170902,14241820
P03023,KK Nagar,2147,13-06-2011,23,3.0,2.0,5,Normal Sale,No,17-06-1993,Commercial,NoSeWa,Paved,RM,3.1,3.8,2.8,3.19,790306,326431,17180560
P01568,Karapakkam,1069,16-03-2012,177,1.0,1.0,3,AbNormal,No,27-03-1971,Others,AllPub,No Access,C,2.1,4.5,4.7,3.86,205090,60595,4661125
P04344,Chrompet,1257,19-09-2010,183,2.0,1.0,4,AdjLand,No,25-09-1986,Other,NoSeWa,Gravel,RH,3.4,2.8,4.0,3.34,308335,39785,9946290
P03612,Karapakkam,1182,16-02-2011,118,1.0,1.0,3,Partial,Yes,18-02-2003,House,NoSewr ,Gravel,I,3.4,5.0,3.6,3.96,265125,189375,7575000
P08459,Chrompet,714,25-12-2007,109,1.0,1.0,2,AbNormal,No,29-12-1988,House,AllPub,Gravel,RM,3.0,2.7,4.7,3.39,262126,73723,8191450
P02096,Adyar,1132,11-12-2011,86,1.0,1.0,3,AbNormal,No,18-12-1980,House,NoSewr ,Paved,A,3.5,4.2,2.2,2.99,204175,95707,6380465
P02848,Anna Nagar,1905,14-07-2011,130,2.0,1.0,5,AbNormal,Yes,25-07-1967,Commercial,ELO,Gravel,RH,2.8,3.9,2.1,2.795,713977,398987,20999330
P08710,Adyar,625,13-09-2007,168,1.0,1.0,2,AdjLand,No,23-09-1967,Commercial,ELO,Paved,RH,3.1,3.6,4.4,3.85,262173,131087,8739100
P02160,Chrompet,1012,27-11-2011,63,1.0,1.0,3,AbNormal,Yes,03-12-1984,House,NoSewr ,Paved,RH,2.5,2.5,2.2,2.41,233292,116646,8331850
P06203,Adyar,1032,06-10-2009,192,1.0,1.0,3,AdjLand,No,09-10-1999,Commercial,NoSeWa,Gravel,A,2.5,2.7,3.4,2.99,415808,157333,11238050
P06487,KK Nagar,2323,09-08-2009,103,4.0,2.0,6,AdjLand,No,12-08-1996,Others,NoSeWa,Gravel,RM,3.7,4.8,4.2,4.23,482101,179066,13774320
P06917,Chrompet,844,19-04-2009,51,1.0,1.0,3,AbNormal,Yes,21-04-2002,House,NoSewr ,Gravel,RL,4.5,4.2,2.8,3.87,232986,93195,9319450
P00366,T Nagar,1810,06-06-2014,109,2.0,1.0,5,AdjLand,Yes,09-06-2000,Commercial,NoSewr ,No Access,RM,2.6,2.2,2.5,2.455,754472,301789,21556330
P04786,Karapakkam,1188,30-06-2010,97,1.0,1.0,3,AdjLand,No,09-07-1975,Commercial,ELO,Paved,RH,2.6,3.4,2.2,2.68,327084,186905,9345250
P00883,T Nagar,1585,26-05-2013,36,1.0,1.0,4,AdjLand,Yes,05-06-1972,House,ELO,Paved,RH,5.0,4.8,5.0,4.95,343021,189253,11828320
P09280,Velachery,1534,02-02-2007,189,2.0,1.0,4,AdjLand,Yes,12-02-1965,House,NoSeWa,No Access,RM,2.2,2.7,4.3,3.06,289647,106204,9654890
P07057,Chrompet,1056,08-03-2009,94,1.0,1.0,3,Family,Yes,11-03-1999,House,NoSewr ,Gravel,RH,3.1,3.1,4.7,3.58,233548,93419,9341900
P00422,Chrompet,1210,27-04-2014,185,2.0,1.0,4,AdjLand,Yes,03-05-1988,House,ELO,Gravel,RM,2.8,4.3,4.9,4.03,371405,135056,11254700
P09523,Adyar,764,26-10-2006,105,1.0,1.0,2,AdjLand,Yes,02-11-1979,House,AllPub,No Access,C,4.1,4.2,4.1,4.12,226531,90612,6472305
P00530,Chrompet,946,30-01-2014,45,1.0,1.0,3,Partial,No,04-02-1993,House,AllPub,Paved,RL,2.1,5.0,3.5,3.68,234377,70313,7812550
P02582,Karapakkam,571,07-09-2011,0,1.0,1.0,2,AdjLand,Yes,11-09-1995,House,AllPub,Paved,A,4.5,2.7,2.5,3.16,180473,97178,4627500
P02006,Karapakkam,1296,28-12-2011,190,1.0,1.0,3,Partial,Yes,03-01-1985,Commercial,NoSeWa,Gravel,RH,3.4,4.4,4.1,3.98,483116,202235,11235250
P00482,Chrompet,780,12-03-2014,187,1.0,1.0,2,Partial,No,22-03-1975,Others,AllPub,No Access,RL,2.5,4.7,2.3,3.32,196856,72180,6561850
P07962,Chrompet,1078,10-06-2008,109,1.0,1.0,3,Family,No,12-06-2001,House,AllPub,No Access,RM,3.3,2.6,2.4,2.75,285293,138324,8645250
P02210,Karapakkam,1164,14-11-2011,0,1.0,1.0,3,AbNormal,Yes,19-11-1988,Others,NoSeWa,No Access,RM,3.0,2.9,4.2,3.45,284980,83818,8381750
